Time,Heading Feedback,Thruster1 Setpoint,Thruster1 Feedback,Thruster2 Setpoint,Thruster2 Feedback,Button Mode
3.529289960861206,-0.0024769524277545875,0,0,0,0,
3.775602340698242,-0.0024769524277545875,0,0,0,0,
4.017855405807495,-0.0024769524277545875,25.515850146739414,0,0,0,
4.262861490249634,-0.0024769524277545875,25.515850146739414,0,31.438848874679685,0,
4.469080924987793,-0.0024769524277545875,25.515850146739414,28.234193799002572,31.438848874679685,0,
4.71545934677124,-0.0024769524277545875,25.515850146739414,28.234193799002572,31.438848874679685,30.20219663648015,
4.930213451385498,0.0029204694941891095,25.515850146739414,28.234193799002572,31.438848874679685,30.20219663648015,
5.14720892906189,0.0029204694941891095,25.515850146739414,28.234193799002572,31.438848874679685,30.20219663648015,
5.3527748584747314,0.0029204694941891095,30.966013994010716,28.234193799002572,31.438848874679685,30.20219663648015,
5.5692408084869385,0.0029204694941891095,30.966013994010716,28.234193799002572,29.723180442997073,30.20219663648015,
5.780483722686768,0.0029204694941891095,30.966013994010716,30.410051040520397,29.723180442997073,30.20219663648015,
5.985267400741577,0.0029204694941891095,30.966013994010716,30.410051040520397,29.723180442997073,30.549471975539536,
6.226733684539795,0.006483450347928822,30.966013994010716,30.410051040520397,29.723180442997073,30.549471975539536,
6.434366703033447,0.006483450347928822,30.966013994010716,30.410051040520397,29.723180442997073,30.549471975539536,
6.650766134262085,0.006483450347928822,28.718901021060105,30.410051040520397,29.723180442997073,30.549471975539536,
6.853771924972534,0.006483450347928822,28.718901021060105,30.410051040520397,27.835736739999906,30.549471975539536,
7.073583602905273,0.006483450347928822,28.718901021060105,28.521323944374426,27.835736739999906,30.549471975539536,
7.07612681388855,0.006483450347928822,28.718901021060105,28.521323944374426,27.835736739999906,30.549471975539536,
7.476506948471069,0.003982535145291331,28.718901021060105,28.521323944374426,27.835736739999906,27.946591987633195,
7.7599711418151855,0.003982535145291331,28.718901021060105,28.521323944374426,27.835736739999906,27.946591987633195,
7.979982137680054,0.003982535145291331,26.695213151212986,28.521323944374426,27.835736739999906,27.946591987633195,
8.187492609024048,0.003982535145291331,26.695213151212986,28.521323944374426,26.63061927695161,27.946591987633195,
8.387368440628052,0.003982535145291331,26.695213151212986,26.506169792133274,26.63061927695161,27.946591987633195,
8.585856437683105,0.003982535145291331,26.695213151212986,26.506169792133274,26.63061927695161,26.938992734141046,
8.817007064819336,0.0037700047045708595,26.695213151212986,26.506169792133274,26.63061927695161,26.938992734141046,
9.02621340751648,0.0037700047045708595,26.695213151212986,26.506169792133274,26.63061927695161,26.938992734141046,
9.238667249679565,0.0037700047045708595,31.594925864488154,26.506169792133274,26.63061927695161,26.938992734141046,
9.452506303787231,0.0037700047045708595,31.594925864488154,26.506169792133274,31.99815972996145,26.938992734141046,
9.709667682647705,0.0037700047045708595,31.594925864488154,32.19979077657132,31.99815972996145,26.938992734141046,
9.927068948745728,0.0037700047045708595,31.594925864488154,32.19979077657132,31.99815972996145,32.13999678154487,
10.149509191513062,0.0004777882305342134,31.594925864488154,32.19979077657132,31.99815972996145,32.13999678154487,
10.379584789276123,0.0004777882305342134,31.594925864488154,32.19979077657132,31.99815972996145,32.13999678154487,
10.583513259887695,0.0004777882305342134,25.65480242048271,32.19979077657132,31.99815972996145,32.13999678154487,
10.788048028945923,0.0004777882305342134,25.65480242048271,32.19979077657132,29.621464741867843,32.13999678154487,
10.988935470581055,0.0004777882305342134,25.65480242048271,24.117014647665048,29.621464741867843,32.13999678154487,
11.192522764205933,0.0004777882305342134,25.65480242048271,24.117014647665048,29.621464741867843,28.580421586385203,
11.429624319076538,0.018914049459334892,25.65480242048271,24.117014647665048,29.621464741867843,28.580421586385203,
11.635594844818115,0.018914049459334892,25.65480242048271,24.117014647665048,29.621464741867843,28.580421586385203,
11.8490731716156,0.018914049459334892,26.699791169455207,24.117014647665048,29.621464741867843,28.580421586385203,
11.853636503219604,0.018914049459334892,26.699791169455207,24.117014647665048,29.621464741867843,28.580421586385203,
12.265507936477661,0.018914049459334892,26.699791169455207,26.190868569629902,19.330049669053246,28.580421586385203,
12.469828367233276,0.018914049459334892,26.699791169455207,26.190868569629902,19.330049669053246,20.09285503338008,
12.684863090515137,-0.009714755981602994,26.699791169455207,26.190868569629902,19.330049669053246,20.09285503338008,
12.925223112106323,-0.009714755981602994,26.699791169455207,26.190868569629902,19.330049669053246,20.09285503338008,
13.127774477005005,-0.009714755981602994,26.491625954811095,26.190868569629902,19.330049669053246,20.09285503338008,
13.338276147842407,-0.009714755981602994,26.491625954811095,26.190868569629902,19.495173890748088,20.09285503338008,
13.341974020004272,-0.009714755981602994,26.491625954811095,26.190868569629902,19.495173890748088,20.09285503338008,
